user,item,rating
51,2348,5.0
51,2388,4.0
52,4,4.0
52,29,5.0
52,1240,4.0
52,1557,5.0
52,1679,2.0
53,4,5.0
53,23,4.0
53,25,5.0
53,36,5.0
53,40,5.0
53,252,5.0
53,295,4.0
53,449,4.0
53,512,5.0
53,628,5.0
53,874,4.0
53,886,5.0
53,1014,5.0
53,1015,4.0
53,1153,5.0
53,1363,5.0
53,1521,4.0
53,1750,5.0
53,1805,5.0
53,2406,5.0
54,4,5.0
54,23,5.0
54,63,5.0
54,185,5.0
54,211,5.0
54,481,5.0
54,486,2.0
54,755,4.0
54,824,5.0
54,848,5.0
54,1062,4.0
54,1135,5.0
54,1195,5.0
54,1216,4.0
54,1223,5.0
54,1243,4.0
54,1244,5.0
54,1279,5.0
54,1291,5.0
54,1298,5.0
54,1365,5.0
54,1412,5.0
54,1424,5.0
54,1426,5.0
54,1450,4.0
54,1653,5.0
54,1735,5.0
54,1827,3.0
54,2028,5.0
54,2155,4.0
54,2310,4.0
55,4,5.0
55,39,5.0
55,264,3.0
55,422,5.0
55,481,5.0
55,539,5.0
55,556,4.0
55,955,5.0
55,1216,5.0
55,1316,5.0
55,1489,5.0
55,1749,5.0
55,1764,5.0
56,4,5.0
56,778,5.0
56,1517,5.0
56,1792,5.0
56,2262,5.0
57,4,5.0
57,79,5.0
57,122,5.0
57,326,5.0
57,402,5.0
57,862,5.0
57,922,5.0
57,979,4.0
57,1040,5.0
57,1296,5.0
57,1329,5.0
57,1374,5.0
57,1378,5.0
57,1597,5.0
57,1879,5.0
57,2096,5.0
57,2214,5.0
57,2266,5.0
57,2318,5.0
57,2323,5.0
57,2326,5.0
57,2355,5.0
58,4,5.0
58,460,4.0
58,669,5.0
58,816,5.0
58,922,5.0
58,994,5.0
58,1010,3.0
58,1202,4.0
58,1293,5.0
58,1318,5.0
58,1378,5.0
58,1419,5.0
58,1460,5.0
58,1476,4.0
58,1481,4.0
58,1496,4.0
58,1543,4.0
58,1579,4.0
58,1626,4.0
58,1632,4.0
58,1634,4.0
58,1637,5.0
58,1744,4.0
58,1757,5.0
58,1762,5.0
58,1902,4.0
58,1996,4.0
58,2024,5.0
59,4,3.0
59,255,4.0
59,453,5.0
59,805,4.0
59,824,5.0
59,859,3.0
59,1293,5.0
59,2140,4.0
60,4,5.0
60,34,4.0
60,66,3.0
60,220,3.0
60,539,5.0
60,579,3.0
60,640,3.0
60,755,4.0
60,824,3.0
60,862,4.0
60,1010,2.0
60,1102,4.0
60,1132,2.0
60,1274,2.0
60,1293,4.0
60,1325,3.0
60,1331,3.0
60,1378,5.0
60,1419,4.0
60,1454,4.0
60,1461,4.0
60,1482,3.0
60,1626,4.0
60,1667,4.0
60,1699,1.0
60,1785,3.0
60,1802,2.0
60,1805,5.0
60,1822,3.0
60,1894,4.0
60,1950,4.0
60,1965,4.0
60,1996,1.0
60,2176,2.0
60,2189,4.0
60,2205,3.0
60,2210,4.0
60,2216,3.0
60,2367,4.0
60,2389,4.0
61,4,5.0
61,69,5.0
61,804,5.0
61,1386,5.0
61,1460,5.0
61,1614,5.0
61,1635,5.0
62,4,5.0
62,481,4.0
62,556,5.0
62,1009,3.0
62,1213,1.0
62,1291,5.0
62,1318,4.0
62,1326,4.0
62,1361,4.0
62,1482,5.0
62,1517,5.0
62,1633,4.0
62,2171,5.0
63,4,5.0
63,71,4.0
63,254,4.0
63,289,4.0
63,738,5.0
63,1239,5.0
63,1299,4.0
63,1316,5.0
63,1326,3.0
63,1415,5.0
63,1455,3.0
63,1489,5.0
63,1556,5.0
63,1653,4.0
63,1699,5.0
63,1789,5.0
63,1798,5.0
63,1821,5.0
63,1838,3.0
63,1950,5.0
63,2043,3.0
63,2044,5.0
63,2324,5.0
64,4,5.0
64,44,5.0
64,255,5.0
64,261,5.0
64,434,5.0
64,624,5.0
64,816,5.0
64,824,4.0
64,872,4.0
64,1386,4.0
64,1454,5.0
64,1641,5.0
64,1661,5.0
64,1679,4.0
64,1710,4.0
64,1730,5.0
64,1937,5.0
64,2062,4.0
64,2182,5.0
64,2330,5.0
64,2410,5.0
65,4,5.0
65,33,5.0
65,249,5.0
65,389,5.0
65,397,2.0
65,602,5.0
65,620,4.0
65,627,5.0
65,628,5.0
65,765,5.0
65,820,5.0
65,1014,5.0
65,1015,5.0
65,1038,5.0
65,1053,5.0
65,1185,4.0
65,1261,3.0
65,1298,5.0
65,1321,5.0
65,1496,4.0
65,1517,5.0
65,1731,5.0
65,1808,4.0
65,1900,5.0
65,2003,5.0
65,2060,5.0
65,2087,5.0
65,2166,5.0
65,2288,5.0
65,2324,5.0
65,2325,5.0
66,4,5.0
66,252,5.0
66,482,5.0
66,1731,5.0
66,2228,5.0
67,4,4.0
67,953,5.0
67,1005,4.0
67,1560,3.0
67,1606,5.0
67,1870,4.0
67,1883,4.0
67,2076,4.0
67,2257,4.0
67,2269,3.0
67,2310,3.0
67,2344,4.0
68,4,5.0
68,367,5.0
68,555,5.0
68,817,5.0
68,991,5.0
68,1012,5.0
68,1013,5.0
68,1408,5.0
68,1569,5.0
68,1707,5.0
68,1766,5.0
68,1784,5.0
69,4,5.0
69,257,5.0
69,446,5.0
69,787,4.0
69,1009,3.0
69,1626,5.0
69,1652,5.0
69,1711,1.0
69,1763,5.0
69,1792,5.0
69,2024,5.0
69,2204,4.0
69,2212,5.0
70,4,4.0
70,1137,3.0
70,1147,5.0
70,1244,5.0
70,1376,5.0
70,1391,3.0
70,1548,5.0
70,1729,4.0
70,1902,4.0
70,1960,5.0
70,2039,2.0
70,2040,3.0
70,2065,4.0
70,2076,4.0
70,2156,4.0
70,2157,5.0
70,2164,5.0
70,2165,5.0
70,2232,3.0
70,2325,4.0
70,2348,5.0
70,2378,5.0
71,4,5.0
71,473,5.0
71,1284,4.0
71,1335,5.0
71,1708,5.0
72,4,4.0
72,256,5.0
72,453,4.0
72,510,3.0
72,602,4.0
72,673,4.0
72,794,5.0
72,920,2.0
72,1147,2.0
72,1216,5.0
72,1222,4.0
72,1293,5.0
72,1296,5.0
72,1297,5.0
72,1322,5.0
72,1325,2.0
72,1376,4.0
72,1403,2.0
72,1414,3.0
72,1419,3.0
72,1452,3.0
72,1454,3.0
72,1461,4.0
72,1482,4.0
72,1666,4.0
72,1873,4.0
72,2076,2.0
72,2116,5.0
72,2189,5.0
72,2278,3.0
73,4,5.0
73,1117,5.0
73,1361,5.0
73,1633,5.0
73,1637,5.0
73,1838,3.0
73,2323,5.0
74,4,5.0
74,44,4.0
74,326,5.0
74,836,4.0
74,837,5.0
74,1361,4.0
74,1388,5.0
74,1605,4.0
74,1658,4.0
74,1713,5.0
74,1802,5.0
74,2079,5.0
74,2232,5.0
74,2316,4.0
74,2378,5.0
75,4,4.0
75,755,5.0
75,823,5.0
75,1223,5.0
75,1295,5.0
75,1317,3.0
75,1452,4.0
75,1454,5.0
75,1481,5.0
75,1530,4.0
75,1821,3.0
76,4,5.0
76,11,5.0
76,79,5.0
76,81,5.0
76,252,5.0
76,820,5.0
76,860,5.0
76,936,5.0
76,938,5.0
76,946,5.0
76,989,5.0
76,1201,5.0
76,1205,4.0
76,1410,5.0
76,1705,5.0
77,4,5.0
77,32,4.0
77,254,4.0
77,434,4.0
77,575,4.0
77,824,3.0
77,1279,4.0
77,1296,5.0
77,1297,4.0
77,1299,5.0
77,1316,5.0
77,1325,4.0
77,1450,4.0
77,1481,5.0
77,1517,5.0
77,1802,2.0
77,1882,5.0
77,1925,4.0
77,1937,5.0
77,2024,4.0
77,2044,1.0
77,2079,4.0
77,2118,5.0
77,2172,4.0
77,2290,4.0
78,4,5.0
78,30,5.0
78,34,4.0
78,44,5.0
78,539,5.0
78,602,5.0
78,824,4.0
78,1202,5.0
78,1242,4.0
78,1291,5.0
78,1295,5.0
78,1297,5.0
78,1337,5.0
78,1356,5.0
78,1450,4.0
78,1827,5.0
79,4,4.0
79,102,5.0
79,539,5.0
79,824,5.0
79,920,5.0
79,1243,5.0
79,1244,5.0
79,1291,5.0
79,1296,5.0
79,1298,5.0
79,1326,5.0
79,1327,5.0
79,1413,5.0
79,1450,5.0
79,1455,5.0
79,1480,5.0
79,1481,5.0
79,1489,5.0
79,1644,5.0
79,1670,5.0
79,1857,5.0
79,1926,5.0
79,2060,5.0
79,2076,5.0
79,2095,3.0
79,2156,5.0
80,4,5.0
80,588,4.0
80,816,5.0
80,1147,3.0
80,1295,5.0
80,1402,4.0
80,1666,2.0
80,1705,4.0
80,1798,4.0
81,4,4.0
81,326,5.0
81,750,5.0
81,1068,5.0
81,1338,4.0
81,1339,4.0
81,1454,4.0
81,1749,4.0
81,1834,5.0
81,2041,4.0
81,2355,4.0
81,2408,4.0
82,4,5.0
82,93,5.0
82,102,5.0
82,610,5.0
82,802,4.0
82,1130,5.0
82,1135,5.0
82,1279,5.0
82,1295,5.0
82,1322,5.0
82,1378,5.0
82,1409,5.0
82,1413,5.0
82,1449,4.0
82,1452,3.0
82,1600,4.0
82,1757,5.0
82,1795,5.0
82,1819,4.0
82,1829,4.0
82,1882,5.0
82,1883,5.0
82,1975,4.0
82,2030,5.0
82,2062,4.0
82,2160,4.0
82,2220,3.0
82,2330,5.0
82,2355,5.0
82,2387,4.0
82,2401,4.0
83,4,4.0
83,32,4.0
83,40,5.0
83,44,5.0
83,254,3.0
83,824,4.0
83,1298,5.0
84,4,5.0
84,326,4.0
84,516,4.0
84,821,5.0
84,1242,4.0
84,1450,3.0
84,1481,4.0
84,1496,3.0
84,1530,4.0
84,1803,4.0
84,1827,4.0
84,1937,3.0
84,2332,4.0
85,4,5.0
85,69,4.0
85,124,5.0
85,185,4.0
85,254,3.0
85,434,4.0
85,474,3.0
85,738,5.0
85,1091,5.0
85,1117,4.0
85,1239,4.0
85,1293,5.0
85,1297,4.0
85,1460,5.0
85,1489,3.0
85,1497,5.0
85,1713,5.0
85,1800,5.0
85,1838,5.0
85,1883,4.0
85,1936,4.0
85,2226,5.0
85,2233,4.0
85,2316,5.0
85,2393,4.0
85,2394,5.0
86,4,5.0
86,584,5.0
86,1241,5.0
86,1749,5.0
86,2094,5.0
86,2135,5.0
87,4,5.0
87,102,5.0
87,110,5.0
87,256,5.0
87,264,5.0
87,481,5.0
87,988,5.0
87,1073,5.0
87,1378,5.0
87,1675,4.0
87,2213,5.0
87,2271,5.0
87,2305,5.0
87,2399,5.0
88,4,5.0
88,29,4.0
88,40,4.0
88,48,5.0
88,71,5.0
88,185,5.0
88,254,3.0
88,280,5.0
88,289,5.0
88,317,5.0
88,453,5.0
88,619,5.0
88,688,5.0
88,738,5.0
88,778,5.0
88,810,4.0
88,1130,4.0
88,1291,5.0
88,1386,5.0
88,1490,5.0
88,1652,5.0
88,1666,4.0
88,1688,4.0
88,1730,5.0
88,1822,4.0
88,1882,4.0
88,2076,5.0
88,2132,4.0
88,2185,4.0
88,2186,5.0
88,2188,5.0
88,2241,3.0
88,2324,5.0
88,2330,4.0
88,2387,5.0
89,4,5.0
89,481,5.0
89,1078,4.0
89,1294,5.0
89,1316,5.0
89,1460,5.0
89,2226,5.0
89,2227,5.0
89,2377,5.0
90,4,4.0
90,156,5.0
90,259,3.0
90,263,4.0
90,379,5.0
90,458,4.0
90,674,4.0
90,886,4.0
90,1581,5.0
90,1913,5.0
90,1923,5.0
91,4,5.0
91,59,5.0
91,310,5.0
91,388,5.0
91,404,5.0
91,420,5.0
91,504,5.0
91,683,5.0
91,824,5.0
91,994,5.0
91,1322,5.0
91,1479,5.0
91,1626,5.0
91,2096,5.0
91,2118,5.0
92,5,5.0
92,256,5.0
92,312,5.0
92,514,5.0
92,816,4.0
92,831,5.0
92,834,4.0
92,1026,3.0
92,1104,5.0
92,1147,5.0
92,1157,5.0
92,1195,4.0
92,1247,5.0
92,1250,5.0
92,1278,5.0
92,1297,5.0
92,1299,5.0
92,1319,5.0
92,1331,4.0
92,1376,5.0
92,1403,2.0
92,1560,5.0
92,1596,5.0
92,1760,4.0
92,1780,4.0
92,1795,5.0
92,1855,5.0
92,1936,5.0
92,2026,5.0
92,2116,2.0
92,2119,3.0
92,2218,2.0
92,2236,4.0
92,2397,4.0
93,5,4.0
93,264,5.0
93,727,5.0
93,1306,4.0
93,1352,5.0
93,2097,4.0
94,5,4.0
94,81,3.0
94,160,5.0
94,409,4.0
94,611,4.0
94,731,4.0
94,1366,5.0
94,1512,5.0
94,1889,3.0
95,5,4.0
95,366,5.0
95,760,4.0
95,769,3.0
95,771,4.0
95,1015,5.0
95,1023,5.0
96,5,5.0
96,273,5.0
96,1643,5.0
96,2190,5.0
96,2335,5.0
97,5,3.0
97,594,5.0
97,1177,5.0
97,1373,5.0
97,1812,3.0
98,5,5.0
98,302,5.0
98,736,5.0
98,911,5.0
98,1071,5.0
99,5,1.0
99,6,5.0
99,53,5.0
99,56,5.0
99,600,4.0
99,747,4.0
99,1260,1.0
99,1569,5.0
100,5,4.0
100,86,3.0
100,146,5.0
100,170,4.0
100,171,5.0
100,234,4.0
100,375,3.0
100,472,5.0
100,559,3.0
100,618,5.0
100,731,5.0
100,1087,5.0
100,1133,1.0
100,1628,5.0
100,2045,5.0
101,5,2.0
101,234,5.0
101,1157,5.0
101,1628,5.0
101,1750,5.0
101,1948,5.0
102,5,5.0
102,1616,5.0
102,1778,5.0
102,1864,5.0
102,1867,1.0
103,5,5.0
103,65,5.0
103,306,5.0
103,313,5.0
103,611,5.0
103,980,5.0
103,1164,5.0
103,1845,5.0
104,5,5.0
104,124,5.0
104,188,5.0
104,219,3.0
104,264,5.0
104,572,5.0
104,897,5.0
104,1044,5.0
104,1073,4.0
104,1148,4.0
104,1376,5.0
104,1498,4.0
104,1715,4.0
104,1848,5.0
104,1853,5.0
104,2028,5.0
104,2039,3.0
104,2040,4.0
104,2042,5.0
104,2043,4.0
104,2074,4.0
104,2156,3.0
104,2170,3.0
104,2176,3.0
104,2179,4.0
104,2183,5.0
104,2209,3.0
104,2223,4.0
104,2236,5.0
104,2241,2.0
